Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Bezorgkosten;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;;4;;€ 0,00;€ 39,80;;;;

Helmond Brandevoort;Cléo Inan;06-87514131;CleoInan@cuvox.de;Eymerickhof 83;Helmond;vrijdag 28 april 2017;Bezorgen;vrijdag 28 april 2017;18:04;Americana;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 134,45;;€ 0,00;€ 134,45
;;;;;;;;;;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;4;;€ 0,00;€ 55,80;;;;
;;;;;;;;;;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;4;;€ 0,00;€ 47,80;;;;
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;

Capelle a/d Yssel;Jaydee Brandhorst;06-85229186;JaydeeBrandhorst@armyspy.com;Sint Laurensbaai 54;Capelle aan den IJssel;vrijdag 15 juni 2018;Afhalen;vrijdag 15 juni 2018;18:08;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 8,95;€ 26,85;;€ 0,00;€ 26,85
;;;;;;;;;;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;

Ridderkerk;Andries van Ginneken;06-59050060;AndriesvanGinneken@rhyta.com;Sint Jorisplein 151;Ridderkerk;zondag 13 oktober 2019;Afhalen;zondag 13 oktober 2019;17:57;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;;2;;€ 0,00;€ 19,90;€ 35,80;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 33,80
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;;;;

Arnhem Centrum;Lotte Dost;06-45147550;LotteDost@teleworm.us;Krommeniehof 29;Arnhem;woensdag 2 oktober 2019;Afhalen;woensdag 2 oktober 2019;16:52;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 19,90;€ 30,85;3e pizza gratis bij bezorgen;€ 0,00;€ 30,85
;;;;;;;;;;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;

Nootdorp;Cheyenne Mombarg;06-59589386;CheyenneMombarg@cuvox.de;De Scheer 44;Valkenswaard;zaterdag 9 februari 2019;Bezorgen;zaterdag 9 februari 2019;17:48;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

Heerhugowaard;Ouarda van de Craats;06-70396677;OuardavandeCraats@gustr.com;Hortensialaan 151;Heerhugowaard;woensdag 17 januari 2018;Bezorgen;woensdag 17 januari 2018;20:15;Tonno;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;€ 21,90;;€ 0,00;€ 21,90
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;

Amersfoort;Jyoti Kooreman;06-31293708;JyotiKooreman@dayrep.com;Pauwstraat 138;Amersfoort;woensdag 17 mei 2017;Afhalen;woensdag 17 mei 2017;18:42;Americana;Italian Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 31,80;€ 103,55;;€ 0,00;€ 103,55
;;;;;;;;;;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;;2;Shoarma, Merguez, Chorizo, Kaasmix;€ 5,00;€ 33,90;;;;
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;;1;;€ 0,00;€ 13,95;;;;

Hoogezand;Özlem van der Burgt;06-76047951;OzlemvanderBurgt@cuvox.de;Smedenstraat 169;Deventer;donderdag 29 augustus 2019;Bezorgen;donderdag 29 augustus 2019;19:36;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 20,90;;€ 0,00;€ 20,90
;;;;;;;;;;Beenham;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;

Hellevoetsluis;Almina de Heij;06-35969129;AlminadeHeij@cuvox.de;Hordenpad 185;Hellevoetsluis;dinsdag 18 april 2017;Afhalen;dinsdag 18 april 2017;20:30;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;€ 89,60;25% korting op je bestelling;€ 22,40;€ 67,20
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 47,80;;;;
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 19,90;;;;

Noordwijk;Taylor van Eeden;06-38697008;TaylorvanEeden@rhyta.com;Rozenburg 3;Noordwijk;woensdag 20 december 2017;Afhalen;woensdag 20 december 2017;18:18;Beenham;Italian Pizza;Tomatensaus;€ 6,95;;2;Spaanse Pepers, Kaasmix, Gehakt, Salami;€ 4,50;€ 24,90;€ 38,85;;€ 0,00;€ 38,85
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;;1;;€ 0,00;€ 13,95;;;;

Delft Papsouwselaan;Abdeljalil Alsemgeest;06-38390310;AbdeljalilAlsemgeest@superrito.com;De Colignystraat 159;Delft;dinsdag 27 maart 2018;Bezorgen;dinsdag 27 maart 2018;20:22;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 66,70;;€ 0,00;€ 66,70
;;;;;;;;;;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;

Tilburg Thomas van Aquinostraat;Veroni Sueters;06-78223229;VeroniSueters@rhyta.com;Daendelsstraat 168;Tilburg;dinsdag 15 oktober 2019;Afhalen;dinsdag 15 oktober 2019;20:03;Americana;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 41,80;;€ 0,00;€ 41,80
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;;2;Spaanse Pepers, Rode Ui, Knoflooksaus Swirl, Beenham;€ 4,00;€ 25,90;;;;

Groningen Paterswoldseweg;Nelis Pot;06-48502184;NelisPot@jourrapide.com;Hora Siccamasingel 37;Groningen;zondag 12 mei 2019;Afhalen;zondag 12 mei 2019;19:29;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;€ 66,60;;€ 0,00;€ 66,60
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 27,80;;;;
;;;;;;;;;;Caprese;Italian Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;

Soest;Henk-Jan Plum;06-68903784;Henk-JanPlum@jourrapide.com;Smitsweg 164;Soest;dinsdag 23 april 2019;Afhalen;dinsdag 23 april 2019;20:50;Caprese;Large Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 8,95;€ 33,80;;€ 0,00;€ 33,80
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 8,95;;;;

Gorinchem;Remi Kelderman;06-37428184;RemiKelderman@rhyta.com;Ambonstraat 108;Gorinchem;woensdag 13 februari 2019;Bezorgen;woensdag 13 februari 2019;17:22;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 33,85;2e pizza gratis bij afhalen;€ 0,00;€ 33,85
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;

Voorschoten;Charley de Wit;06-34757034;CharleydeWit@superrito.com;Franz Lisztlaan 3;Voorschoten;woensdag 15 november 2017;Afhalen;woensdag 15 november 2017;17:40;Veggi;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Leidschendam;Fokje de Visser;06-38024664;FokjedeVisser@gustr.com;Jacob Arentsstraat 162;Voorburg;donderdag 31 augustus 2017;Afhalen;donderdag 31 augustus 2017;16:33;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;1;Groene Olijven, Spinazie, Beenham, Honing Mosterdsaus;€ 4,00;€ 15,95;€ 45,65;;€ 0,00;€ 45,65
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;;4;;€ 0,00;€ 19,80;;;;
;;;;;;;;;;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 9,90;;;;

Groningen Paddepoel;Dingenis Talhaoui;06-22932579;DingenisTalhaoui@teleworm.us;Magnesiumlaan 119;Groningen;maandag 29 oktober 2018;Afhalen;maandag 29 oktober 2018;18:58;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 12,95;€ 12,95;25% korting op je bestelling;€ 3,24;€ 9,71

Utrecht Adelaarstraat;Shiwani 't Lam;06-59264721;ShiwanitLam@cuvox.de;Poortstraat 67;Utrecht;woensdag 25 januari 2017;Afhalen;woensdag 25 januari 2017;17:14;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;;1;;€ 0,00;€ 8,95;€ 8,95;3e pizza gratis bij bezorgen;€ 0,00;€ 8,95

Almere Buiten;Mirjan van Dee;06-85932275;MirjanvanDee@armyspy.com;Gerard Terborchstraat 187;Almere;vrijdag 23 juni 2017;Afhalen;vrijdag 23 juni 2017;16:19;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 13,95;€ 13,95;;€ 0,00;€ 13,95

Weert;Monir Herlaar;06-52321980;MonirHerlaar@superrito.com;Vrinssenstraat 12;Stramproy;maandag 10 juni 2019;Afhalen;maandag 10 juni 2019;16:11;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 23,90;€ 77,60;2e pizza gratis bij afhalen;€ 7,95;€ 69,65
;;;;;;;;;;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Hawaii;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;;2;;€ 0,00;€ 13,90;;;;

Scheveningen;Davi Koops;06-51540163;DaviKoops@jourrapide.com;Verhagen Metmanstraat 169;Rijswijk;donderdag 6 september 2018;Afhalen;donderdag 6 september 2018;18:02;Caprese;Large Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 8,95;€ 52,70;;€ 0,00;€ 52,70
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;;1;;€ 0,00;€ 5,95;;;;

Arnhem Centrum;Levon van Arendonk;06-40363675;LevonvanArendonk@fleckens.hu;Laan van Klarenbeek 146;Arnhem;woensdag 18 december 2019;Bezorgen;woensdag 18 december 2019;17:15;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;€ 2,00;2;Gorgonzola, Kaasmix;€ 2,50;€ 34,90;€ 119,55;;€ 0,00;€ 119,55
;;;;;;;;;;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 55,80;;;;

IJmuiden;Frances Walburg;06-93134964;FrancesWalburg@cuvox.de;Hoogheem 140;Boxtel;donderdag 20 september 2018;Afhalen;donderdag 20 september 2018;20:37;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 8,95;€ 48,70;;€ 0,00;€ 48,70
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;;3;;€ 0,00;€ 20,85;;;;
;;;;;;;;;;Tonno;Italian Pizza;Tomatensaus;€ 6,95;;1;Gorgonzola, Ham;€ 2,00;€ 9,95;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;1;Spaanse Pepers, Chorizo;€ 2,00;€ 8,95;;;;

Heerenveen;Dogan Snoep;06-56792610;DoganSnoep@teleworm.us;Schoterlandseweg 146;Hoornsterzwaag;zaterdag 26 mei 2018;Afhalen;zaterdag 26 mei 2018;16:52;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;;2;;€ 0,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Wijchen;Randell Wiering;06-93858402;RandellWiering@cuvox.de;Homberg 97;Wijchen;zondag 11 juni 2017;Bezorgen;zondag 11 juni 2017;19:34;Beenham;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;€ 19,90;;€ 0,00;€ 19,90
;;;;;;;;;;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 6,95;;;;

Maarssen;Timen van Peer;06-59487716;TimenvanPeer@rhyta.com;Pauwenkamp 190;Maarssen;zondag 3 november 2019;Afhalen;zondag 3 november 2019;19:06;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;Chorizo;€ 1,00;€ 9,95;€ 17,90;;€ 0,00;€ 17,90
;;;;;;;;;;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 7,95;;;;

Gorinchem;Hayri Schalks;06-45410092;HayriSchalks@superrito.com;Stadhuisplein 65;Gorinchem;maandag 19 februari 2018;Bezorgen;maandag 19 februari 2018;20:55;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 55,80;€ 55,80;;€ 0,00;€ 55,80

Alkmaar;Andrea Narain;06-77671650;AndreaNarain@rhyta.com;Rembrandtstraat 151;Alkmaar;vrijdag 20 oktober 2017;Bezorgen;vrijdag 20 oktober 2017;16:41;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 57,30;3e pizza gratis bij bezorgen;€ 7,95;€ 49,35
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;
;;;;;;;;;;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;1;Ham, Paprikamix, Geitenkaas, Tonijn;€ 4,50;€ 19,45;;;;
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Vlissingen;Annerieke Bootsman;06-69013196;AnneriekeBootsman@rhyta.com;Jan van de Capellelaan 74;Vlissingen;maandag 22 mei 2017;Bezorgen;maandag 22 mei 2017;17:10;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 13,95;;€ 0,00;€ 13,95

Drachten;Floor de Grijs;06-99310645;FloordeGrijs@jourrapide.com;Kersenlaan 175;Apeldoorn;donderdag 16 mei 2019;Bezorgen;donderdag 16 mei 2019;20:52;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;€ 2,00;1;;€ 0,00;€ 6,95;€ 32,85;;€ 0,00;€ 32,85
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;

Soest;Sina Tempel;06-51160526;SinaTempel@rhyta.com;Noorderweg 30;Soest;zaterdag 7 april 2018;Afhalen;zaterdag 7 april 2018;17:12;Tonno;Italian Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 31,80;€ 71,60;3e pizza gratis bij bezorgen;€ 0,00;€ 71,60
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;

Veghel;Sem van der Peijl;06-42065417;SemvanderPeijl@rhyta.com;Meijerijstraat 25;Veghel;donderdag 20 december 2018;Bezorgen;donderdag 20 december 2018;18:35;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;2;Ananas, Gehakt;€ 2,00;€ 29,90;€ 43,85;3e pizza gratis bij bezorgen;€ 0,00;€ 43,85
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;

Emmen;Kristijan Gouw;06-87457216;KristijanGouw@fleckens.hu;Zandzoom 15;Emmen;dinsdag 16 januari 2018;Afhalen;dinsdag 16 januari 2018;16:16;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 19,90;€ 32,35;;€ 0,00;€ 32,35
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;;1;Groene Olijven, Knoflooksaus Swirl, Kip, Salami;€ 3,50;€ 12,45;;;;

Capelle a/d Yssel;Nathalja Harinck;06-48766223;NathaljaHarinck@armyspy.com;Geuldal 149;Capelle aan den IJssel;vrijdag 22 november 2019;Afhalen;vrijdag 22 november 2019;20:18;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;;1;;€ 0,00;€ 10,95;€ 54,75;3e pizza gratis bij bezorgen;€ 0,00;€ 54,75
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;4;;€ 0,00;€ 43,80;;;;

Dordrecht Van Oldenbarneveltplein;Fredericus van Walsem;06-45506763;FredericusvanWalsem@gustr.com;Pluvierstraat 115;Dordrecht;dinsdag 25 april 2017;Bezorgen;dinsdag 25 april 2017;17:46;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;€ 2,00;1;;€ 0,00;€ 6,95;€ 55,75;2e pizza gratis bij afhalen;€ 0,00;€ 55,75
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;

Geldrop;Franck Brantjes;06-15828330;FranckBrantjes@armyspy.com;Ter Borghstraat 169;Geldrop;donderdag 5 april 2018;Afhalen;donderdag 5 april 2018;16:17;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 12,95;€ 32,85;3e pizza gratis bij bezorgen;€ 0,00;€ 32,85
;;;;;;;;;;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;;2;;€ 0,00;€ 19,90;;;;

Haarlem Tesselschadeplein;Sjouke Kluit;06-11625356;SjoukeKluit@rhyta.com;Zwaluwstraat 93;Haarlem;donderdag 8 februari 2018;Bezorgen;donderdag 8 februari 2018;19:51;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 95,60;;€ 0,00;€ 95,60
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 29,90;;;;

Groningen Paddepoel;Joan van Lunteren;06-42416217;JoanvanLunteren@fleckens.hu;Slachthuisstraat 92;Groningen;dinsdag 12 november 2019;Bezorgen;dinsdag 12 november 2019;18:26;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 88,65;;€ 0,00;€ 88,65
;;;;;;;;;;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;4;;€ 0,00;€ 55,80;;;;
;;;;;;;;;;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;1;Spinazie;€ 1,00;€ 9,95;;;;

Tilburg Thomas van Aquinostraat;Jayden de Kruif;06-99721175;JaydendeKruif@superrito.com;Van Kalmthoutlaan 131;Tilburg;vrijdag 22 februari 2019;Afhalen;vrijdag 22 februari 2019;20:13;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 19,90;€ 27,85;;€ 0,00;€ 27,85
;;;;;;;;;;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 7,95;;;;

Den Haag Oude Haagweg;Ashna Oostvogels;06-43435606;AshnaOostvogels@superrito.com;Anna van Burenstraat 173;Vlaardingen;maandag 14 mei 2018;Afhalen;maandag 14 mei 2018;19:54;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 15,90;€ 22,85;;€ 0,00;€ 22,85
;;;;;;;;;;Beenham;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;

Wageningen;Geertjan Bastiaansen;06-51418488;GeertjanBastiaansen@gustr.com;Diedenweg 96;Wageningen;vrijdag 22 maart 2019;Bezorgen;vrijdag 22 maart 2019;16:06;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 37,80;;€ 0,00;€ 37,80
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 15,90;;;;

Woerden;Sanjeev de Rooij;06-12514370;SanjeevdeRooij@gustr.com;Het Spaarne 160;Woerden;zondag 29 oktober 2017;Bezorgen;zondag 29 oktober 2017;20:10;Veggi;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 63,75;;€ 0,00;€ 63,75
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;Spinazie, Bacon, Champignons, Tonijn;€ 4,50;€ 28,90;;;;

Den Bosch;Hylke Knijnenburg;06-63990473;HylkeKnijnenburg@superrito.com;Vreeburg 122;Rosmalen;vrijdag 9 augustus 2019;Bezorgen;vrijdag 9 augustus 2019;19:10;Veggi;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 50,75;25% korting op je bestelling;€ 12,69;€ 38,06
;;;;;;;;;;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Funghi;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 15,90;;;;

Nijmegen;Bengt van der Ark;06-10512584;BengtvanderArk@rhyta.com;Muntmeesterlaan 179;Nijmegen;woensdag 19 december 2018;Afhalen;woensdag 19 december 2018;20:33;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 8,95;€ 20,90;3e pizza gratis bij bezorgen;€ 0,00;€ 20,90
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;;;;

Roermond;Serpil van Weeren;06-30562740;SerpilvanWeeren@einrot.com;Dorpstraat 194;Roermond;maandag 28 oktober 2019;Afhalen;maandag 28 oktober 2019;19:48;Tonno;Italian Pizza;Tomatensaus;€ 6,95;;3;Champignons;€ 1,00;€ 26,85;€ 34,80;;€ 0,00;€ 34,80
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;;1;;€ 0,00;€ 7,95;;;;

Purmerend;Zhen Bernards;06-91761806;ZhenBernards@superrito.com;Boekweitstraat 104;Purmerend;donderdag 22 november 2018;Bezorgen;donderdag 22 november 2018;18:25;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 35,80;€ 46,75;;€ 0,00;€ 46,75
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Utrecht Marnixlaan;Philippus Bisschop;06-40638936;PhilippusBisschop@teleworm.us;Toulouselaan 80;Utrecht;donderdag 4 juli 2019;Bezorgen;donderdag 4 juli 2019;16:27;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 19,90;€ 147,40;;€ 0,00;€ 147,40
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 39,80;;;;
